,date,text,tweet,labels,sadness,analytical,joy,tentative,confident,fear,anger
0,04-05-2020 23:59,"The Corona Virus is the beginning of birth pains that will flow into the tribulation after the Rapture with other palgues! 
Then this is the only chance we have to escape the Wrath of GOD that comes to the unrepenatnt hearts! Let us repent then... 

#PreparationOfTheChurch",corona   viru   begin   birth   pain   flow   tribul   raptur   palgu   chanc   escap   wrath   god   e   unrepenatnt   heart   let   u   repent   preparationofthechurch  ,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,04-05-2020 23:59,"As
#coronavirus targets #Indians
#Terrorists targets #security personnel in #Kashmir
#StateApparatus targets #MuslimActivists under #UAPA
#FarziCaseWapasLo has become voice of nation.",coronaviru   target   indian   terrorist   target   secur   personnel   kashmir   stateapparatu   target   muslimactivist   uapa   farzicasewapaslo   be   voic   nation  ,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,04-05-2020 23:59,So what about my membership.... will it be extended for this Lockdown days,membership   extend   lockdown   day  ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,04-05-2020 23:59,Sir please lockdown tightly otherwise big problem in this city  https://twitter.com/dmgonda2/status/1257363780499103746Â â¦,sir   pleas   lockdown   tightli   otherwis   big   problem   citi   http   twitter      dmgonda   statu  ,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,04-05-2020 23:59,"Dear Sir,
One request to you please add ð¯ %  corona tax on  liquor in up. There are some benefits ....
1- Govt can spend this money for community kitchen.
2- spend for Ration kit.
3- Transportation charge.
#loveyogigovt.",dear   sir   one   request   pleas   add   corona   tax   liquor   benefit   govt   spend   money   mun   kitchen   spend   ration   kit   transport   charg   loveyogigovt  ,-1,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5,04-05-2020 23:59,"India has thousands of indian muslims our muslim brothers in indian airforce , army and navy !Indian culture is rich and mix religion !These crises india is facing is temporary !! The day corona will vanish from india nd earth ! All will b back to normal !One big happy family",india   thousand   indian   muslim   muslim   brother   indian   airforc   armi   navi   indian   cultur   rich   mix   religion   crisi   india   face   temporari   day   corona   vanish   india   nd   earth   b   back   normal   one   big   happi   famili  ,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,04-05-2020 23:58,"3600+ Cases... 109+ Deaths today.. 

#coronavirus  https://twitter.com/mohitgroverAT/status/1257361275279020032Â â¦",case   death   today   coronaviru   http   twitter      mohitgroverat   statu  ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,04-05-2020 23:58,"Film- Lockdown Mein Pyaasi Janta

Opening day-
Net All over India collection 1000cr aprox. 

#liquor #LiquorShops pic.twitter.com/elQwdbMNvm",film   lockdown   mein   pyaasi   janta   open   day   net   india   collect   cr   aprox   liquor   liquorshop      twitter      elqwdbmnvm  ,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,04-05-2020 23:58,A very sick combo - corruption and politics.. even at the time of a pandemic ð¤¢,sick   bo   corrupt   polit   even   time   pandem  ,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,04-05-2020 23:58,"Biggest ever increase today and look at Maharashtra.... More than 1500 cases and what did they do 

Open liquor shops 

The country will never trust a Congress govt or a Congress supported govt 

#CoronaUpdatesInIndia
#coronavirus
#Maharashtra pic.twitter.com/An8WYvzDrL",biggest   ever   increas   today   look   maharashtra   case   open   liquor   shop   countri   never   trust   congress   govt   congress   support   govt   coronaupdatesinindia   coronaviru   maharashtra      twitter      anwyvzdrl  ,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
