,date,text,tweet,labels,sadness,analytical,joy,tentative,confident,fear,anger
0,25-03-2020 23:59,"Business Standard: End of coronavirus pandemic is near, says Nobel laureate Michael Levitt.
 https://www.business-standard.com/article/current-affairs/end-of-coronavirus-pandemic-is-near-says-nobel-laureate-michael-levitt-120032400668_1.htmlÂ â¦",busi   standard   end   coronaviru   pandem   near   say   nobel   laureat   michael   levitt   http   ww   busi   standard      articl   current   affair   end   coronaviru   pandem   near   say   nobel   laureat   michael   levitt   html  ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,25-03-2020 23:59,"Designed By:- The Rohit Sharma
.
#therohitsharmapdt #graphicdesigncommunity #graphicdesign #graphicdesigncentral #inovation #inovativedesign #graphicart #digitalart #digitaldesign #logodesigner #corona #coronavirusâ¦  https://www.instagram.com/p/B-Kq4LhHhPM/?igshid=2akp5zte3uwtÂ â¦",design   rohit   sharma   therohitsharmapdt   graphicdesignmun   graphicdesign   graphicdesigncentr   inov   inovativedesign   graphicart   digitalart   digitaldesign   logodesign   corona   coronaviru   http   ww   instagram      p   b   kqlhhpm   igshid   akpzteuwt  ,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,25-03-2020 23:59,@AUThackeray Sir thank you so much for All your Care But some of us are still not following order of the time . My neighbours are treating this lockdown as vacation . There relatives staying in nearby areas are frequent visitors and till late night they h,sir   thank   much   care   u   still   follow   order   time   neighbour   treat   lockdown   vacat   rel   stay   nearbi   area   frequent   visitor   till   late   night   gala   time  ,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,25-03-2020 23:59,"Indian Govt has not allowed cheap Elisa and rapid test n choosen expensive PCR. Private capped at 4500, not many can afford. 
Strategy, less testing, less cases, Govt looks good. Control thru lockdown. 
But without testing it will not end n may reoccur after lockdown.",indian   govt   allow   cheap   elisa   rapid   test   n   choosen   expens   pcr   privat   cap   mani   afford   strategi   le   test   le   case   govt   look   good   control   thru   lockdown   without   test   end   n   may   reoccur   lockdown  ,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4,25-03-2020 23:59,Coronavirus killing all the people but beyandh2 killing us with Vikram part please show some positive vibes difficult to see maya in dis conditions that too for 2 weeks #Beyhadh2,coronaviru   kill   peopl   beyandh   kill   u   vikram   part   pleas   show   posit   vibe   difficult   see   maya   di   condit   week   beyhadh  ,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,25-03-2020 23:59,"#StrangerThanFiction
#TheEyesOfDarkness
Now British secret agents James Bond 007 enters in China with his girl friend n solves the death of doctor n gets #Antidose of #Corona n the lock out countries opens to normalcy killing the virus n
#JamesBond0 landed in #TajMahal with girlf pic.twitter.com/Bayyecb9Nc",strangerthanfict   theeyesofdark   british   secret   agent   jame   bond   enter   china   girl   friend   n   solv   death   doctor   n   get   antidos   corona   n   lock   countri   open   normalci   kill   viru   n   jamesbond   land   tajmah   girlf      twitter      bayyecbnc  ,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,26-03-2020 23:59,"@narendramodi 
Sir there are essential facilities (n95 mask corona kit ) provided by hospital administration to nursing staff on Corona opd duty &no risk cover given to contractual nursing staff",sir   essenti   facil   n   mask   corona   kit   provid   hospit   administr   nurs   staff   corona   opd   duti   risk   cover   given   contractu   nurs   staff  ,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,29-03-2020 23:59,"me : alright time to sleep
my brain : Top 50 mistakes you've made

#MEMES #nightthoughts #Covid_19india #Quarantine",alright   time   sleep   brain   top   mistak   made   meme   nightthought   covid   india   quarantin  ,-1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8,29-03-2020 23:59,Dear Mr president you're already failing with almost 140000 Corona cases in your country.,dear   mr   presid   alreadi   fail   almost   corona   case   countri  ,-1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9,29-03-2020 23:59,"@PMOIndia @narendramodi @CMOMaharashtra the communication put out to prevent Covid 19 is wrong, you should not use handkerchief to cover mouth to sneeze or cough as continuous use allows virus to stay on hand and other surfaces the wrong info will lead to",mun   put   prevent   covid   wrong   use   handkerchief   cover   mouth   sneez   cough   continu   use   allow   viru   stay   hand   surfac   wrong   info   lead   spread   pl  ,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
