,date,text,tweet,labels,sadness,analytical,joy,tentative,confident,fear,anger
0,18-05-2020 23:59,"Delhi, Mumbai, Nanded and Pune acted as distribution centres of Covid 19 in India.",delhi   mumbai   nand   pune   act   distribut   centr   covid   india  ,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,18-05-2020 23:59,NO. It is not optional to come and work once someone's tested positive for Covid-19. It is mandatory to be in quarantine even if that person is asymptomatic. That's why we have people who came home from other states in quarantine center for 14days even after testing negative!  https://twitter.com/sudhirchaudhary/status/1262381654313766912Â â¦,option   e   work   someon   test   posit   covid   mandatori   quarantin   even   person   asymptomat   peopl   came   home   state   quarantin   center   day   even   test   neg   http   twitter      sudhirchaudhari   statu  ,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,18-05-2020 23:59,"The meltdown of the malicious bunch as a result of this pandemic is immense!
1. BJP Secretery Arnab 
2. Migrant crisis
3. Jhumla Package wali Thai 
4. Maulana Sudhir 
5. Invisible Amit mota bhai
6. Failure of 8 PM PM
7. 80 cr family waali Smriti 
8. Jhoota Piyush so on & so forth",meltdown   malici   bunch   result   pandem   immens   bjp   secreteri   arnab   migrant   crisi   jhumla   packag   wali   thai   maulana   sudhir   invis   amit   mota   bhai   failur   pm   pm   cr   famili   waali   smriti   jhoota   piyush   forth  ,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,18-05-2020 23:59,Wish you a very Happy Birthday Big Brother @nuapremj May Allah shower His choicest blessings on you. And keep You and Your Family safe & sound during this pandemic. You are my strength and inspiration and I owe everything in life to you. Heaps and loads of love and respect.  pic.twitter.com/TRi6qvV6FV,wish   happi   birthday   big   brother   may   allah   shower   choicest   bless   keep   famili   safe   sound   pandem   strength   inspir   owe   everyth   life   heap   load   love   respect      twitter      triqvvfv  ,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,18-05-2020 23:59,"I & my family always voted #BJP and we will but my question is to @CMOGuj @vijayrupanibjp & it is that if @vnehra sir fails to controlled Covid 19 then do you not think that as a leader you also failed ? Even US president Trump fails, it doesn't meaning that he's not capable",famili   alway   vote   bjp   question   sir   fail   control   covid   think   leader   also   fail   even   u   presid   trump   fail   mean   capabl  ,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5,18-05-2020 23:59,"@OfficialIGNOU still await your directions reg. MAPC project and internship report submissions. Hope they can be submitted online, and given the lockdown extension, await details reg. fresh timelines for submission.  https://twitter.com/ELGINEEDDISON/stat",still   await   direct   reg   mapc   project   internship   report   submiss   hope   submit   onlin   given   lockdown   extens   await   detail   reg   fresh   timelin   submiss   http   twitter      elgineeddison   statu  ,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6,18-05-2020 23:59,"Thousands Attend Spiritual Leader's Funeral Amid #lockdownindia #lockdown4guidelines
#Covid_19 #Covid_19
 https://www.ndtv.com/india-news/coronavirus-thousands-attend-madhya-pradesh-spiritual-leaders-funeral-amid-lockdown-2231090Â â¦",thousand   attend   spiritu   leader   funer   amid   lockdownindia   lockdownguidelin   covid   covid   http   ww   ndtv      india   news   coronaviru   thousand   attend   madhya   pradesh   spiritu   leader   funer   amid   lockdown  ,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7,18-05-2020 23:59,"It had to happen coz this is not lockdown 4.0, everything is like normal; no social distancing nothing... So why they approved it as lockdown 4.0 ... It will reach its peak & lots more life is yet to perish. Either withdraw or follow strictly!!!ð #COVID__19 #Siliguri",happen   coz   lockdown   everyth   like   normal   social   distanc   noth   approv   lockdown   reach   peak   lot   life   yet   perish   either   withdraw   follow   strictli   covid   siliguri  ,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,18-05-2020 23:58,"I request @PMOIndia to let hindus,christians,sikhs&muslims to allow them to their respective worship places as they are wine shops open we want you to do something in a good cause with socialdistancing people pray to god for finish coronavirus.@ABPNews @TelanganaCMO @asadowaisi â at IDPL Colony",request   let   hindu   christian   sikh   muslim   allow   respect   worship   place   wine   shop   open   want   someth   good   caus   socialdistanc   peopl   pray   god   finish   coronaviru   abpnew   idpl   coloni  ,-1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
9,18-05-2020 23:58,"@sehgalsc_ozone 
# covid pain 
Covid gave me pain
I was not ready for this gain
It Changed my life again 
I raised my hands in vain.
Went to the doctor in pain
He recommended me DFO 
But this time relief I gained 
Thanks doctor for introducing me
Recommen",covid   pain   covid   gave   pain   readi   gain   chang   life   rais   hand   vain   went   doctor   pain   remend   dfo   time   relief   gain   thank   doctor   introduc   remend   dfo   gaurav  ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
